nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq
292,292,15.0,4.0,13.0,3.0,8855.262721,1825.0,1438.0,3.0,292,66.0,292
293,293,0.0,155.0,25.0,3.0,22912.813922,1825.0,636.0,19.0,293,21.0,293
294,294,0.0,155.0,4.0,5.0,1032.975622,1825.0,6.0,44.0,294,116.0,294
295,295,0.0,155.0,4.0,3.0,2122.20592,1825.0,634.0,0.0,295,116.0,295
296,296,0.0,4.0,13.0,7.0,3124.090913,694.0,636.0,16.0,296,116.0,296
297,297,32.0,4.0,13.0,3.0,3124.090913,1825.0,636.0,3.0,297,124.0,297
298,298,141.0,4.0,155.0,3.0,3124.090913,73.0,232.0,0.0,298,21.0,298
299,299,32.0,155.0,13.0,3.0,22912.813922,1825.0,6.0,44.0,299,116.0,299
300,300,32.0,281.0,89.0,2.0,1032.975622,257.0,1438.0,18.0,300,66.0,300
301,301,15.0,25.0,4.0,3.0,1032.975622,694.0,6.0,44.0,301,1157.0,301
302,302,0.0,281.0,4.0,2.0,21564.817134,73.0,6.0,3.0,302,1157.0,302
303,303,0.0,155.0,13.0,3.0,2122.20592,3.0,6.0,3.0,303,66.0,303
304,304,0.0,4.0,13.0,3.0,1032.975622,3.0,6.0,3.0,304,1157.0,304
305,305,0.0,4.0,25.0,5.0,3124.090913,3.0,1438.0,44.0,305,116.0,305
306,306,0.0,4.0,13.0,3.0,21564.817134,1825.0,1438.0,3.0,306,1157.0,306
307,307,0.0,4.0,13.0,3.0,3124.090913,1825.0,6.0,18.0,307,1157.0,307
308,308,10.0,4.0,13.0,7.0,21564.817134,257.0,634.0,16.0,308,116.0,308
309,309,0.0,4.0,4.0,3.0,21564.817134,1141.0,232.0,16.0,309,124.0,309
310,310,15.0,25.0,13.0,5.0,3124.090913,73.0,6.0,44.0,310,124.0,310
311,311,0.0,155.0,13.0,7.0,3124.090913,1825.0,1438.0,44.0,311,1157.0,311
312,312,0.0,4.0,4.0,3.0,21564.817134,1141.0,1438.0,16.0,312,38.0,312
313,313,0.0,4.0,13.0,3.0,1032.975622,257.0,974.0,44.0,313,1157.0,313
314,314,10.0,4.0,4.0,3.0,1032.975622,1825.0,6.0,16.0,314,116.0,314
315,315,0.0,25.0,13.0,5.0,2918.638493,1825.0,232.0,44.0,315,66.0,315
316,316,0.0,4.0,13.0,3.0,2918.638493,257.0,6.0,44.0,316,116.0,316
317,317,1.0,4.0,4.0,3.0,2122.20592,257.0,1438.0,16.0,317,66.0,317
318,318,15.0,281.0,4.0,2.0,1032.975622,73.0,634.0,18.0,318,21.0,318
319,319,10.0,4.0,4.0,3.0,8855.262721,73.0,6.0,16.0,319,116.0,319
320,320,0.0,4.0,4.0,7.0,2122.20592,257.0,6.0,18.0,320,116.0,320
321,321,0.0,281.0,25.0,7.0,3124.090913,257.0,232.0,19.0,321,1157.0,321
322,322,0.0,281.0,4.0,3.0,1032.975622,3.0,1438.0,44.0,322,1157.0,322
323,323,0.0,4.0,13.0,7.0,3124.090913,100.0,6.0,18.0,323,66.0,323
324,324,0.0,4.0,18.0,2.0,3124.090913,73.0,1438.0,44.0,324,21.0,324
325,325,0.0,4.0,4.0,3.0,21564.817134,1825.0,6.0,44.0,325,116.0,325
326,326,10.0,4.0,4.0,7.0,8855.262721,257.0,974.0,18.0,326,1157.0,326
327,327,10.0,281.0,13.0,3.0,21564.817134,73.0,232.0,3.0,327,1157.0,327
328,328,0.0,4.0,13.0,3.0,3124.090913,73.0,634.0,18.0,328,66.0,328
329,329,0.0,155.0,13.0,3.0,2122.20592,1825.0,6.0,19.0,329,116.0,329
330,330,0.0,4.0,4.0,2.0,3124.090913,1141.0,232.0,18.0,330,21.0,330
331,331,15.0,4.0,18.0,2.0,8855.262721,694.0,232.0,0.0,331,116.0,331
332,332,0.0,53.0,4.0,3.0,5729.330933,257.0,974.0,3.0,332,116.0,332
333,333,10.0,4.0,4.0,3.0,21564.817134,1825.0,1438.0,3.0,333,124.0,333
334,334,15.0,25.0,18.0,3.0,8855.262721,694.0,232.0,3.0,334,1157.0,334
335,335,15.0,281.0,4.0,3.0,3124.090913,3.0,1438.0,44.0,335,116.0,335
336,336,0.0,4.0,4.0,3.0,22912.813922,3.0,6.0,19.0,336,21.0,336
337,337,0.0,155.0,4.0,7.0,2122.20592,73.0,1438.0,3.0,337,1157.0,337
338,338,1.0,25.0,4.0,3.0,3124.090913,10229.0,636.0,3.0,338,66.0,338
339,339,0.0,4.0,4.0,3.0,21564.817134,3.0,1438.0,0.0,339,1022.0,339
340,340,0.0,4.0,13.0,3.0,8855.262721,694.0,6.0,3.0,340,1157.0,340
341,341,0.0,4.0,4.0,3.0,3625.128146,1825.0,232.0,16.0,341,116.0,341
342,342,0.0,4.0,4.0,3.0,8855.262721,3.0,974.0,3.0,342,21.0,342
343,343,0.0,281.0,13.0,3.0,3124.090913,73.0,1438.0,19.0,343,1157.0,343
344,344,15.0,53.0,89.0,5.0,3124.090913,1141.0,634.0,18.0,344,116.0,344
345,345,0.0,155.0,13.0,3.0,8855.262721,3.0,1438.0,3.0,345,1157.0,345
346,346,0.0,4.0,4.0,3.0,8855.262721,1825.0,636.0,18.0,346,116.0,346
347,347,0.0,25.0,13.0,3.0,21564.817134,3.0,1438.0,16.0,347,1157.0,347
348,348,1.0,4.0,13.0,7.0,21564.817134,3.0,1438.0,44.0,348,1022.0,348
349,349,32.0,281.0,4.0,3.0,22912.813922,73.0,232.0,16.0,349,116.0,349
350,350,10.0,155.0,25.0,3.0,1032.975622,1141.0,1438.0,3.0,350,66.0,350
351,351,0.0,281.0,13.0,3.0,22912.813922,2649.0,1438.0,3.0,351,66.0,351
352,352,0.0,4.0,13.0,5.0,2918.638493,257.0,636.0,18.0,352,1157.0,352
353,353,0.0,4.0,4.0,3.0,1032.975622,694.0,1438.0,3.0,353,38.0,353
354,354,1.0,4.0,13.0,5.0,8855.262721,257.0,974.0,16.0,354,66.0,354
355,355,10.0,281.0,25.0,2.0,8855.262721,694.0,6.0,44.0,355,124.0,355
356,356,0.0,155.0,4.0,7.0,22912.813922,73.0,6.0,18.0,356,66.0,356
357,357,0.0,4.0,89.0,3.0,8855.262721,1825.0,232.0,44.0,357,21.0,357
358,358,0.0,4.0,13.0,3.0,3124.090913,1825.0,974.0,19.0,358,66.0,358
359,359,32.0,4.0,4.0,3.0,8855.262721,694.0,636.0,3.0,359,116.0,359
360,360,0.0,4.0,13.0,3.0,8855.262721,1825.0,232.0,3.0,360,116.0,360
361,361,32.0,4.0,4.0,3.0,8855.262721,1825.0,974.0,18.0,361,1157.0,361
362,362,1.0,281.0,4.0,3.0,8855.262721,257.0,6.0,18.0,362,1157.0,362
363,363,0.0,4.0,18.0,3.0,3124.090913,1825.0,1438.0,44.0,363,1022.0,363
364,364,32.0,281.0,13.0,3.0,8855.262721,1141.0,974.0,18.0,364,116.0,364
365,365,0.0,4.0,13.0,7.0,2918.638493,3.0,6.0,44.0,365,21.0,365
366,366,10.0,4.0,4.0,3.0,3124.090913,1825.0,232.0,44.0,366,116.0,366
367,367,0.0,4.0,4.0,3.0,1032.975622,1825.0,6.0,3.0,367,66.0,367
368,368,32.0,4.0,25.0,3.0,8855.262721,3.0,6.0,44.0,368,1157.0,368
369,369,10.0,4.0,4.0,3.0,1032.975622,1825.0,1438.0,44.0,369,116.0,369
370,370,10.0,4.0,4.0,7.0,3124.090913,10229.0,634.0,44.0,370,116.0,370
371,371,0.0,155.0,4.0,2.0,21564.817134,1825.0,232.0,16.0,371,21.0,371
372,372,10.0,155.0,4.0,3.0,5872.916329,257.0,6.0,44.0,372,116.0,372
373,373,1.0,4.0,13.0,5.0,2918.638493,1825.0,1438.0,16.0,373,1022.0,373
374,374,0.0,281.0,13.0,3.0,22912.813922,73.0,974.0,19.0,374,116.0,374
375,375,0.0,155.0,4.0,3.0,21564.817134,1825.0,6.0,18.0,375,1157.0,375
376,376,15.0,4.0,4.0,3.0,1032.975622,694.0,1438.0,16.0,376,116.0,376
377,377,32.0,155.0,13.0,3.0,2918.638493,1825.0,6.0,3.0,377,1157.0,377
378,378,0.0,155.0,13.0,7.0,8855.262721,257.0,1438.0,19.0,378,1157.0,378
379,379,1.0,4.0,4.0,7.0,2918.638493,73.0,232.0,44.0,379,1157.0,379
380,380,15.0,4.0,13.0,5.0,5729.330933,257.0,634.0,16.0,380,66.0,380
381,381,0.0,4.0,4.0,2.0,2122.20592,257.0,6.0,3.0,381,116.0,381
382,382,32.0,25.0,4.0,3.0,8855.262721,1825.0,1438.0,3.0,382,116.0,382
383,383,1.0,281.0,13.0,3.0,3625.128146,73.0,232.0,16.0,383,66.0,383
384,384,15.0,4.0,4.0,3.0,22912.813922,1825.0,636.0,16.0,384,21.0,384
385,385,32.0,281.0,89.0,3.0,2122.20592,73.0,1438.0,18.0,385,21.0,385
386,386,15.0,4.0,89.0,3.0,3625.128146,1825.0,6.0,3.0,386,116.0,386
387,387,0.0,53.0,13.0,3.0,3124.090913,1825.0,1438.0,3.0,387,21.0,387
388,388,1.0,4.0,4.0,3.0,8855.262721,3.0,634.0,3.0,388,66.0,388
389,389,0.0,155.0,89.0,7.0,2918.638493,1141.0,1438.0,3.0,389,1157.0,389
390,390,0.0,155.0,18.0,3.0,21564.817134,3.0,1438.0,3.0,390,116.0,390
391,391,0.0,4.0,13.0,5.0,3124.090913,2649.0,634.0,0.0,391,66.0,391
392,392,0.0,53.0,13.0,2.0,3124.090913,257.0,6.0,3.0,392,1157.0,392
393,393,15.0,4.0,13.0,3.0,8855.262721,3.0,6.0,18.0,393,66.0,393
394,394,0.0,155.0,13.0,7.0,21564.817134,694.0,1438.0,44.0,394,116.0,394
395,395,32.0,4.0,13.0,3.0,3124.090913,73.0,634.0,16.0,395,1157.0,395
396,396,0.0,4.0,13.0,3.0,8855.262721,1825.0,974.0,44.0,396,1157.0,396
397,397,0.0,4.0,13.0,3.0,2122.20592,1825.0,1438.0,3.0,397,66.0,397
398,398,0.0,25.0,13.0,3.0,3124.090913,1825.0,232.0,44.0,398,1157.0,398
399,399,0.0,4.0,4.0,3.0,8855.262721,1825.0,1438.0,0.0,399,21.0,399
400,400,0.0,25.0,4.0,3.0,21564.817134,100.0,6.0,0.0,400,124.0,400
401,401,32.0,4.0,4.0,7.0,1032.975622,257.0,232.0,16.0,401,1157.0,401
402,402,0.0,4.0,4.0,3.0,2122.20592,10229.0,1438.0,44.0,402,116.0,402
403,403,32.0,4.0,4.0,3.0,22912.813922,257.0,1438.0,18.0,403,124.0,403
404,404,32.0,4.0,13.0,3.0,1032.975622,257.0,1438.0,0.0,404,116.0,404
405,405,0.0,4.0,4.0,2.0,1032.975622,1825.0,232.0,44.0,405,116.0,405
406,406,0.0,4.0,89.0,3.0,3625.128146,73.0,1438.0,3.0,406,116.0,406
407,407,0.0,4.0,13.0,7.0,2918.638493,257.0,1438.0,16.0,407,1022.0,407
408,408,1.0,4.0,4.0,3.0,3124.090913,257.0,636.0,3.0,408,124.0,408
409,409,0.0,4.0,13.0,3.0,8855.262721,1825.0,232.0,44.0,409,1157.0,409
410,410,0.0,4.0,4.0,3.0,3124.090913,257.0,6.0,0.0,410,1157.0,410
411,411,0.0,155.0,4.0,7.0,22912.813922,1825.0,974.0,44.0,411,124.0,411
412,412,0.0,4.0,25.0,3.0,2918.638493,1825.0,6.0,3.0,412,124.0,412
413,413,0.0,281.0,4.0,5.0,21564.817134,2649.0,232.0,3.0,413,124.0,413
414,414,0.0,4.0,4.0,5.0,21564.817134,73.0,232.0,3.0,414,1024.0,414
415,415,0.0,4.0,4.0,2.0,3124.090913,1825.0,232.0,3.0,415,116.0,415
416,416,0.0,4.0,13.0,7.0,22912.813922,3.0,1438.0,3.0,416,1157.0,416
417,417,0.0,25.0,13.0,5.0,3124.090913,1825.0,634.0,44.0,417,21.0,417
418,418,0.0,281.0,4.0,3.0,1032.975622,1825.0,1438.0,16.0,418,66.0,418
419,419,1.0,4.0,4.0,2.0,5872.916329,257.0,1438.0,16.0,419,66.0,419
420,420,141.0,4.0,13.0,7.0,714.797745,1825.0,232.0,3.0,420,66.0,420
421,421,141.0,4.0,4.0,3.0,3124.090913,2649.0,232.0,44.0,421,124.0,421
422,422,0.0,155.0,13.0,7.0,21564.817134,73.0,232.0,18.0,422,21.0,422
423,423,0.0,4.0,4.0,3.0,3124.090913,1141.0,636.0,16.0,423,38.0,423
424,424,1.0,25.0,13.0,3.0,2918.638493,3.0,974.0,3.0,424,66.0,424
425,425,0.0,281.0,25.0,7.0,3124.090913,257.0,1438.0,44.0,425,1157.0,425
426,426,141.0,4.0,4.0,3.0,21564.817134,73.0,1438.0,3.0,426,1157.0,426
427,427,0.0,4.0,13.0,3.0,8855.262721,694.0,636.0,3.0,427,1022.0,427
428,428,15.0,155.0,13.0,3.0,2122.20592,1141.0,6.0,18.0,428,116.0,428
429,429,0.0,155.0,4.0,3.0,3124.090913,10229.0,636.0,3.0,429,1157.0,429
430,430,0.0,155.0,4.0,5.0,8855.262721,2649.0,232.0,3.0,430,1157.0,430
431,431,10.0,4.0,25.0,7.0,3124.090913,1825.0,636.0,18.0,431,116.0,431
432,432,0.0,281.0,89.0,2.0,8855.262721,1141.0,6.0,16.0,432,1024.0,432
433,433,10.0,4.0,25.0,3.0,714.797745,1825.0,1438.0,3.0,433,1157.0,433
434,434,0.0,25.0,4.0,3.0,3124.090913,257.0,6.0,18.0,434,116.0,434
435,435,0.0,4.0,4.0,3.0,8855.262721,73.0,232.0,19.0,435,21.0,435
436,436,1.0,4.0,25.0,3.0,5729.330933,694.0,6.0,19.0,436,116.0,436
437,437,0.0,155.0,13.0,7.0,1032.975622,694.0,636.0,3.0,437,116.0,437
438,438,10.0,4.0,13.0,3.0,2122.20592,1825.0,232.0,18.0,438,1157.0,438
439,439,0.0,281.0,13.0,3.0,8855.262721,3.0,232.0,16.0,439,21.0,439
440,440,0.0,155.0,4.0,5.0,3625.128146,1825.0,1438.0,44.0,440,1157.0,440
441,441,15.0,4.0,4.0,3.0,8855.262721,1141.0,1438.0,16.0,441,1157.0,441
442,442,32.0,155.0,13.0,5.0,8855.262721,2649.0,6.0,18.0,442,1157.0,442
443,443,0.0,4.0,89.0,7.0,8855.262721,1825.0,232.0,18.0,443,66.0,443
444,444,0.0,281.0,25.0,3.0,3124.090913,257.0,634.0,44.0,444,1022.0,444
445,445,0.0,4.0,13.0,3.0,3625.128146,1825.0,6.0,44.0,445,66.0,445
446,446,15.0,281.0,4.0,3.0,1032.975622,257.0,232.0,44.0,446,1157.0,446
447,447,141.0,4.0,13.0,5.0,3124.090913,1825.0,232.0,3.0,447,21.0,447
448,448,141.0,155.0,13.0,7.0,8855.262721,3.0,1438.0,16.0,448,116.0,448
449,449,32.0,4.0,25.0,3.0,1032.975622,694.0,6.0,16.0,449,116.0,449
450,450,0.0,4.0,4.0,3.0,714.797745,694.0,974.0,19.0,450,1157.0,450
451,451,141.0,155.0,4.0,3.0,21564.817134,73.0,6.0,19.0,451,1157.0,451
452,452,0.0,4.0,13.0,7.0,22912.813922,257.0,636.0,16.0,452,21.0,452
453,453,0.0,4.0,13.0,3.0,21564.817134,73.0,636.0,18.0,453,1157.0,453
454,454,32.0,4.0,4.0,7.0,2918.638493,1825.0,634.0,16.0,454,66.0,454
455,455,0.0,4.0,4.0,3.0,8855.262721,1825.0,1438.0,44.0,455,1022.0,455
456,456,10.0,25.0,13.0,5.0,3124.090913,1825.0,6.0,16.0,456,1022.0,456
457,457,0.0,53.0,13.0,5.0,1032.975622,257.0,634.0,19.0,457,1024.0,457
458,458,10.0,281.0,13.0,3.0,8855.262721,73.0,1438.0,44.0,458,1157.0,458
459,459,32.0,4.0,155.0,7.0,8855.262721,73.0,6.0,19.0,459,1157.0,459
460,460,0.0,4.0,4.0,7.0,8855.262721,694.0,636.0,16.0,460,116.0,460
461,461,0.0,4.0,4.0,7.0,22912.813922,1141.0,232.0,16.0,461,116.0,461
462,462,0.0,155.0,4.0,7.0,22912.813922,1825.0,6.0,16.0,462,124.0,462
463,463,10.0,155.0,25.0,3.0,2122.20592,1825.0,1438.0,44.0,463,116.0,463
464,464,0.0,4.0,13.0,7.0,8855.262721,73.0,636.0,16.0,464,116.0,464
465,465,0.0,4.0,13.0,7.0,8855.262721,1825.0,636.0,44.0,465,1157.0,465
466,466,0.0,53.0,13.0,3.0,8855.262721,3.0,636.0,44.0,466,1157.0,466
467,467,0.0,4.0,89.0,3.0,22912.813922,1825.0,6.0,44.0,467,116.0,467
468,468,15.0,4.0,4.0,5.0,21564.817134,1825.0,636.0,3.0,468,116.0,468
469,469,0.0,4.0,4.0,3.0,3124.090913,3.0,6.0,16.0,469,1157.0,469
470,470,0.0,25.0,4.0,3.0,21564.817134,1825.0,974.0,18.0,470,1157.0,470
471,471,32.0,4.0,4.0,3.0,21564.817134,1825.0,6.0,3.0,471,116.0,471
472,472,1.0,155.0,4.0,3.0,8855.262721,1825.0,6.0,3.0,472,1157.0,472
473,473,32.0,155.0,13.0,3.0,21564.817134,257.0,232.0,16.0,473,116.0,473
474,474,32.0,4.0,4.0,3.0,3124.090913,1141.0,232.0,18.0,474,116.0,474
475,475,10.0,4.0,13.0,3.0,8855.262721,257.0,1438.0,18.0,475,124.0,475
476,476,10.0,281.0,89.0,5.0,714.797745,1141.0,232.0,18.0,476,66.0,476
477,477,141.0,25.0,18.0,5.0,5872.916329,1825.0,6.0,16.0,477,1157.0,477
478,478,141.0,155.0,4.0,3.0,8855.262721,73.0,6.0,16.0,478,1157.0,478
479,479,0.0,155.0,4.0,7.0,3124.090913,1825.0,6.0,16.0,479,66.0,479
480,480,0.0,281.0,89.0,3.0,21564.817134,100.0,232.0,3.0,480,1157.0,480
481,481,0.0,4.0,281.0,3.0,3124.090913,73.0,6.0,3.0,481,1157.0,481
482,482,0.0,155.0,4.0,5.0,3124.090913,1825.0,6.0,16.0,482,1022.0,482
483,483,0.0,4.0,13.0,3.0,5729.330933,694.0,6.0,3.0,483,1157.0,483
484,484,0.0,4.0,4.0,3.0,21564.817134,73.0,232.0,3.0,484,1157.0,484
485,485,1.0,4.0,13.0,5.0,8855.262721,1141.0,634.0,16.0,485,1157.0,485
486,486,0.0,4.0,13.0,5.0,22912.813922,1825.0,1438.0,0.0,486,1157.0,486
487,487,32.0,281.0,18.0,7.0,3124.090913,73.0,1438.0,16.0,487,116.0,487
488,488,141.0,4.0,13.0,3.0,8855.262721,3.0,6.0,44.0,488,116.0,488
489,489,1.0,4.0,4.0,5.0,8855.262721,694.0,1438.0,44.0,489,21.0,489
490,490,0.0,25.0,4.0,3.0,2918.638493,73.0,974.0,16.0,490,1157.0,490
491,491,1.0,4.0,18.0,3.0,8855.262721,257.0,1438.0,3.0,491,1157.0,491
492,492,32.0,4.0,13.0,3.0,1032.975622,257.0,634.0,18.0,492,1157.0,492
493,493,0.0,281.0,13.0,3.0,8855.262721,1825.0,1438.0,3.0,493,1157.0,493
494,494,1.0,4.0,13.0,7.0,2122.20592,3.0,974.0,44.0,494,1157.0,494
495,495,0.0,4.0,13.0,3.0,2918.638493,257.0,232.0,44.0,495,116.0,495
496,496,0.0,25.0,13.0,5.0,22912.813922,73.0,232.0,3.0,496,1157.0,496
497,497,0.0,4.0,13.0,3.0,3124.090913,1825.0,1438.0,3.0,497,116.0,497
498,498,0.0,281.0,13.0,5.0,3625.128146,73.0,1438.0,44.0,498,116.0,498
499,499,0.0,155.0,13.0,3.0,8855.262721,257.0,6.0,44.0,499,1157.0,499
500,500,0.0,155.0,4.0,5.0,3124.090913,3.0,1438.0,3.0,500,116.0,500
501,501,0.0,281.0,13.0,7.0,8855.262721,73.0,1438.0,3.0,501,1157.0,501
502,502,0.0,4.0,13.0,3.0,1032.975622,3.0,1438.0,19.0,502,124.0,502
503,503,10.0,4.0,4.0,3.0,8855.262721,257.0,232.0,44.0,503,116.0,503
504,504,0.0,4.0,4.0,7.0,3124.090913,1825.0,636.0,3.0,504,116.0,504
505,505,32.0,4.0,4.0,3.0,21564.817134,1141.0,1438.0,16.0,505,1157.0,505
506,506,32.0,4.0,4.0,3.0,2122.20592,1825.0,974.0,16.0,506,66.0,506
507,507,0.0,4.0,4.0,3.0,1032.975622,73.0,974.0,16.0,507,116.0,507
508,508,0.0,155.0,4.0,5.0,1032.975622,1825.0,232.0,3.0,508,21.0,508
509,509,0.0,4.0,4.0,7.0,3625.128146,1825.0,636.0,18.0,509,116.0,509
510,510,0.0,53.0,4.0,7.0,2918.638493,257.0,6.0,44.0,510,66.0,510
511,511,0.0,155.0,4.0,3.0,8855.262721,3.0,232.0,16.0,511,116.0,511
512,512,10.0,4.0,4.0,7.0,1032.975622,1825.0,6.0,3.0,512,1157.0,512
513,513,10.0,4.0,4.0,3.0,2918.638493,694.0,232.0,44.0,513,116.0,513
514,514,1.0,155.0,13.0,3.0,21564.817134,257.0,974.0,18.0,514,116.0,514
515,515,10.0,4.0,4.0,3.0,1032.975622,1825.0,232.0,3.0,515,116.0,515
516,516,0.0,4.0,4.0,5.0,8855.262721,257.0,6.0,16.0,516,124.0,516
517,517,0.0,4.0,13.0,7.0,1032.975622,73.0,1438.0,16.0,517,66.0,517
518,518,10.0,281.0,4.0,3.0,21564.817134,1825.0,1438.0,3.0,518,21.0,518
519,519,32.0,4.0,4.0,2.0,8855.262721,73.0,634.0,0.0,519,1157.0,519
520,520,1.0,4.0,4.0,5.0,2918.638493,73.0,6.0,19.0,520,116.0,520
521,521,0.0,281.0,13.0,2.0,3124.090913,73.0,232.0,44.0,521,1157.0,521
522,522,0.0,53.0,13.0,3.0,3124.090913,3.0,232.0,16.0,522,116.0,522
523,523,10.0,4.0,13.0,3.0,3124.090913,1825.0,1438.0,44.0,523,1024.0,523
524,524,0.0,4.0,4.0,3.0,2918.638493,1825.0,636.0,18.0,524,21.0,524
525,525,0.0,155.0,13.0,3.0,2918.638493,257.0,636.0,44.0,525,1024.0,525
526,526,0.0,155.0,4.0,3.0,8855.262721,1825.0,1438.0,44.0,526,1157.0,526
527,527,32.0,281.0,13.0,5.0,2122.20592,2649.0,6.0,44.0,527,1157.0,527
528,528,0.0,4.0,4.0,3.0,3124.090913,257.0,634.0,16.0,528,124.0,528
529,529,0.0,4.0,4.0,5.0,1032.975622,257.0,634.0,3.0,529,21.0,529
530,530,0.0,155.0,4.0,2.0,2918.638493,694.0,636.0,0.0,530,116.0,530
531,531,0.0,4.0,18.0,3.0,1032.975622,73.0,6.0,16.0,531,116.0,531
532,532,1.0,4.0,4.0,7.0,8855.262721,73.0,6.0,0.0,532,124.0,532
533,533,0.0,4.0,13.0,3.0,3124.090913,257.0,232.0,44.0,533,124.0,533
534,534,0.0,155.0,4.0,2.0,3124.090913,694.0,636.0,16.0,534,116.0,534
535,535,0.0,4.0,4.0,3.0,3124.090913,73.0,232.0,44.0,535,1157.0,535
536,536,1.0,4.0,89.0,3.0,3124.090913,1141.0,634.0,16.0,536,116.0,536
537,537,10.0,4.0,13.0,3.0,3124.090913,1825.0,1438.0,0.0,537,66.0,537
538,538,10.0,155.0,25.0,3.0,8855.262721,1825.0,6.0,44.0,538,1022.0,538
539,539,32.0,4.0,4.0,3.0,2918.638493,73.0,634.0,44.0,539,21.0,539
540,540,0.0,25.0,25.0,3.0,3124.090913,1825.0,634.0,18.0,540,116.0,540
541,541,10.0,4.0,89.0,7.0,8855.262721,3.0,974.0,19.0,541,116.0,541
542,542,1.0,281.0,4.0,3.0,2122.20592,257.0,232.0,3.0,542,21.0,542
543,543,1.0,4.0,25.0,3.0,3124.090913,257.0,1438.0,19.0,543,21.0,543
544,544,141.0,155.0,4.0,3.0,5729.330933,1825.0,232.0,3.0,544,124.0,544
545,545,0.0,281.0,4.0,3.0,3124.090913,1825.0,6.0,16.0,545,1157.0,545
546,546,10.0,4.0,281.0,3.0,8855.262721,1825.0,636.0,16.0,546,1157.0,546
547,547,15.0,281.0,89.0,7.0,2918.638493,1825.0,6.0,44.0,547,1157.0,547
548,548,0.0,4.0,4.0,3.0,3124.090913,2649.0,974.0,16.0,548,116.0,548
549,549,0.0,4.0,25.0,3.0,8855.262721,257.0,6.0,3.0,549,124.0,549
550,550,15.0,25.0,4.0,3.0,2122.20592,73.0,636.0,3.0,550,66.0,550
551,551,0.0,4.0,155.0,3.0,21564.817134,257.0,1438.0,16.0,551,21.0,551
552,552,0.0,4.0,25.0,3.0,3124.090913,257.0,974.0,44.0,552,116.0,552
553,553,0.0,4.0,25.0,3.0,3124.090913,100.0,636.0,3.0,553,1024.0,553
554,554,10.0,4.0,13.0,7.0,8855.262721,100.0,634.0,44.0,554,66.0,554
555,555,0.0,155.0,4.0,7.0,5729.330933,10229.0,232.0,3.0,555,116.0,555
556,556,0.0,25.0,4.0,3.0,21564.817134,10229.0,232.0,18.0,556,1157.0,556
557,557,0.0,155.0,13.0,3.0,2918.638493,1825.0,232.0,3.0,557,116.0,557
558,558,1.0,155.0,13.0,3.0,1032.975622,1825.0,636.0,44.0,558,1157.0,558
559,559,32.0,281.0,13.0,3.0,3124.090913,1825.0,6.0,18.0,559,21.0,559
560,560,1.0,4.0,4.0,3.0,22912.813922,1825.0,1438.0,44.0,560,1157.0,560
561,561,0.0,4.0,13.0,3.0,1032.975622,73.0,636.0,3.0,561,116.0,561
562,562,141.0,281.0,13.0,3.0,3625.128146,73.0,232.0,3.0,562,1022.0,562
563,563,32.0,53.0,4.0,3.0,8855.262721,1825.0,1438.0,44.0,563,21.0,563
564,564,0.0,4.0,13.0,3.0,21564.817134,3.0,1438.0,16.0,564,1157.0,564
565,565,32.0,4.0,4.0,2.0,22912.813922,1825.0,636.0,3.0,565,66.0,565
566,566,1.0,4.0,13.0,3.0,22912.813922,1825.0,232.0,19.0,566,116.0,566
567,567,32.0,281.0,4.0,2.0,5729.330933,1825.0,232.0,3.0,567,1157.0,567
568,568,15.0,4.0,25.0,5.0,2918.638493,73.0,6.0,3.0,568,124.0,568
569,569,141.0,25.0,4.0,3.0,3625.128146,1825.0,232.0,16.0,569,116.0,569
570,570,32.0,155.0,13.0,3.0,8855.262721,73.0,6.0,16.0,570,1157.0,570
571,571,0.0,4.0,4.0,3.0,3124.090913,257.0,636.0,3.0,571,21.0,571
572,572,0.0,281.0,13.0,7.0,3124.090913,1825.0,974.0,19.0,572,66.0,572
573,573,0.0,281.0,4.0,3.0,21564.817134,257.0,232.0,16.0,573,66.0,573
574,574,32.0,281.0,89.0,7.0,21564.817134,694.0,636.0,19.0,574,21.0,574
575,575,0.0,4.0,4.0,3.0,5729.330933,2649.0,1438.0,16.0,575,124.0,575
576,576,0.0,25.0,13.0,3.0,8855.262721,100.0,636.0,44.0,576,1157.0,576
577,577,32.0,4.0,4.0,3.0,3124.090913,73.0,974.0,18.0,577,1157.0,577
578,578,0.0,281.0,25.0,3.0,8855.262721,1825.0,6.0,44.0,578,1022.0,578
579,579,32.0,53.0,18.0,3.0,21564.817134,257.0,636.0,18.0,579,116.0,579
580,580,0.0,4.0,4.0,2.0,714.797745,694.0,232.0,16.0,580,1157.0,580
581,581,10.0,4.0,89.0,3.0,22912.813922,2649.0,6.0,16.0,581,1157.0,581
582,582,0.0,4.0,4.0,5.0,3124.090913,73.0,232.0,44.0,582,1024.0,582
583,583,0.0,53.0,13.0,7.0,3124.090913,1825.0,232.0,0.0,583,1157.0,583
584,584,10.0,281.0,13.0,3.0,3124.090913,1141.0,634.0,3.0,584,1157.0,584
585,585,0.0,25.0,25.0,3.0,21564.817134,1825.0,6.0,18.0,585,1022.0,585
586,586,0.0,281.0,13.0,3.0,8855.262721,257.0,232.0,44.0,586,116.0,586
